time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1352160000,10.9,10.67,10.75,26995.3,291515.94,10.9,direct,
1352246400,11.22,10.8,10.9,31733.85,348474.7,10.92,direct,
1352332800,11.07,10.75,10.92,26058.85,284556.11,10.93,direct,
1352419200,10.98,10.79,10.93,14727.12,159984.85,10.82,direct,
1352505600,10.96,10.75,10.82,13490.45,146349.26,10.89,direct,
1352592000,10.94,10.7,10.89,12625.48,136448.09,10.87,direct,
1352678400,11.18,10.77,10.87,39217.17,431080.47,11.01,direct,
1352764800,11.13,10.92,11.01,16757.51,184368.79,10.95,direct,
1352851200,11.05,10.82,10.95,24543.09,268636.84,10.95,direct,
1352937600,11.3,10.86,10.95,31901.17,353356.16,11.2,direct,
1353024000,11.8,11.17,11.2,58253.16,669422.19,11.75,direct,
1353110400,11.8,11.52,11.75,19105.45,223039.47,11.79,direct,
1353196800,11.83,11.62,11.79,15514.15,181716.98,11.65,direct,
1353283200,11.84,11.6,11.65,25197.92,295260.75,11.8,direct,
1353369600,11.8,11.57,11.8,27220.18,318291.25,11.73,direct,
1353456000,11.78,11.64,11.73,19227.8,225308.73,11.77,direct,
1353542400,12.43,11.67,11.77,58301.3,703582.88,12.42,direct,
1353628800,12.41,12.13,12.42,18967.9,233370.93,12.35,direct,
1353715200,12.48,12.25,12.35,19570.39,242058.59,12.41,direct,
1353801600,12.6,12.31,12.41,24023.69,299989.4,12.48,direct,
1353888000,12.65,11.89,12.48,35913.82,443753.07,12.25,direct,
1353974400,12.34,11.9,12.25,33194.69,401692.08,12.2,direct,
1354060800,12.41,12.1,12.2,30688.21,376900.98,12.35,direct,
1354147200,12.6,12.15,12.35,26505.34,329552.64,12.45,direct,
1354233600,12.65,12.42,12.45,24350.31,305812.61,12.57,direct,
1354320000,12.69,12.46,12.57,14696.42,184860.98,12.56,direct,
1354406400,12.68,12.43,12.56,14011.93,176013.47,12.5,direct,
1354492800,12.68,12.48,12.5,26759.6,336294.7,12.68,direct,
1354579200,13.5,12.62,12.68,63245.72,823838.19,13.41,direct,
1354665600,13.42,13.15,13.41,29794.93,395716.07,13.38,direct,
1354752000,13.69,12.9,13.38,46562.54,623136.59,13.3,direct,
1354838400,13.55,12.98,13.3,32799.57,437726.61,13.5,direct,
1354924800,13.55,13.35,13.5,13171.51,177338.38,13.42,direct,
1355011200,13.53,13.02,13.42,28166.62,372655.91,13.39,direct,
1355097600,13.55,13.27,13.39,24664.9,331115.25,13.43,direct,
1355184000,13.67,13.3,13.43,28045.88,378671.69,13.56,direct,
1355270400,13.8,13.3,13.56,37679.23,512418.01,13.7,direct,
1355356800,13.8,13.47,13.7,24197.68,331480.86,13.7,direct,
1355443200,13.9,13.0,13.7,70143.98,951046.01,13.6,direct,
1355529600,13.64,13.44,13.6,15187.66,205671.39,13.49,direct,
1355616000,13.67,13.13,13.49,42760.55,570895.78,13.3,direct,
1355702400,13.49,12.75,13.3,63631.25,839092.63,13.25,direct,
1355788800,13.4,13.11,13.25,23220.51,307326.85,13.3,direct,
1355875200,13.6,13.2,13.3,38807.1,520163.02,13.6,direct,
1355961600,13.72,13.33,13.6,32980.36,446364.01,13.52,direct,
1356048000,13.6,13.42,13.52,25330.45,342557.95,13.5,direct,
1356134400,13.59,13.32,13.5,14783.4,198463.8,13.37,direct,
1356220800,13.47,13.01,13.37,23978.22,316965.89,13.31,direct,
1356307200,13.45,13.21,13.31,16692.15,223315.17,13.38,direct,
1356393600,13.43,13.14,13.38,13165.69,175265.29,13.35,direct,
1356480000,13.47,13.2,13.35,15840.13,211349.14,13.47,direct,
1356566400,13.47,13.25,13.47,19822.05,265311.8,13.42,direct,
1356652800,13.65,13.34,13.42,23813.01,320223.37,13.42,direct,
1356739200,13.67,13.27,13.42,26149.14,352722.29,13.4,direct,
1356825600,13.59,13.35,13.4,11764.2,158277.2,13.45,direct,
1356912000,13.56,13.37,13.45,15049.79,202798.91,13.51,direct,
1356998400,13.56,13.16,13.51,28406.21,378879.35,13.3,direct,
1357084800,13.4,13.16,13.3,17966.81,239156.18,13.28,direct,
1357171200,13.46,13.25,13.28,18032.25,240845.86,13.4,direct,
1357257600,13.52,13.27,13.4,29641.92,397884.35,13.5,direct,
1357344000,13.55,13.31,13.5,21329.93,286932.51,13.44,direct,
1357430400,13.52,13.36,13.44,12741.13,171497.01,13.45,direct,
1357516800,13.59,13.4,13.45,25477.72,344083.33,13.59,direct,
1357603200,13.88,13.5,13.59,42798.37,587223.86,13.74,direct,
1357689600,13.86,13.62,13.74,28606.38,393192.24,13.77,direct,
1357776000,14.32,13.77,13.77,51811.03,727790.48,14.14,direct,
1357862400,14.35,13.91,14.14,40434.54,570677.27,14.14,direct,
1357948800,14.34,13.98,14.14,26931.84,381546.96,14.24,direct,
1358035200,14.31,13.95,14.24,38330.15,540759.58,14.12,direct,
1358121600,14.35,14.11,14.12,22096.95,315016.66,14.3,direct,
1358208000,14.48,13.99,14.3,51573.23,732428.4,14.25,direct,
1358294400,14.73,14.21,14.25,45532.49,660929.7,14.73,direct,
1358380800,15.7,14.63,14.73,65489.44,993185.63,15.5,direct,
1358467200,15.99,15.41,15.5,56097.55,879655.99,15.7,direct,
1358553600,15.77,15.25,15.7,34588.82,534667.03,15.62,direct,
1358640000,15.89,15.51,15.62,25982.13,408455.8,15.7,direct,
1358726400,16.98,15.63,15.7,61502.1,1007686.44,16.8,direct,
1358812800,17.59,16.65,16.8,60975.24,1045898.98,17.26,direct,
1358899200,17.59,16.8,17.26,49439.37,851188.37,17.5,direct,
1358985600,19.19,15.61,17.5,172009.1,3053222.09,16.9,direct,
1359072000,17.8,15.39,16.9,80767.49,1345890.12,17.4,direct,
1359158400,17.88,16.54,17.4,34810.6,597064.17,17.88,direct,
1359244800,18.0,17.21,17.88,23766.82,419571.12,17.82,direct,
1359331200,18.88,17.75,17.82,57669.44,1057611.3,18.72,direct,
1359417600,19.8,18.7,18.72,86082.08,1650126.18,19.53,direct,
1359504000,19.8,19.15,19.53,45064.83,877863.5,19.7,direct,
1359590400,21.43,19.51,19.7,99226.7,2042238.64,20.41,direct,
1359676800,21.13,20.3,20.41,49917.48,1034619.16,20.5,direct,
1359763200,20.5,18.0,20.5,80501.65,1567325.27,19.63,direct,
1359849600,20.9,19.42,19.63,34244.3,693849.61,20.59,direct,
1359936000,21.05,19.86,20.59,52219.14,1066570.21,20.43,direct,
1360022400,20.79,20.2,20.43,29212.44,600949.67,20.6,direct,
1360108800,21.33,20.6,20.6,51989.6,1096396.16,21.18,direct,
1360195200,22.22,20.77,21.18,64263.77,1388465.81,22.15,direct,
1360281600,22.77,22.0,22.15,48649.93,1090678.48,22.66,direct,
1360368000,23.99,22.58,22.66,38133.01,886034.01,23.65,direct,
1360454400,24.11,22.67,23.65,56426.07,1321513.68,23.97,direct,
1360540800,24.68,23.65,23.97,29526.73,712458.7,24.65,direct,
1360627200,25.83,24.3,24.65,74239.93,1862561.32,25.17,direct,
1360713600,26.3,24.19,25.17,90150.21,2296830.8,24.2,direct,
1360800000,27.6,21.72,24.2,145734.74,3710262.51,27.22,direct,
1360886400,27.51,26.1,27.22,51714.15,1396017.97,27.1,direct,
1360972800,27.5,26.81,27.1,18826.94,511421.92,27.22,direct,
1361059200,27.4,25.0,27.22,77042.22,2033614.64,26.81,direct,
1361145600,27.15,26.36,26.81,29744.27,795866.42,26.95,direct,
1361232000,29.65,26.8,26.95,99699.25,2810076.61,29.42,direct,
1361318400,29.87,28.99,29.42,37209.36,1096641.18,29.65,direct,
1361404800,29.98,29.31,29.65,34730.51,1030860.6,29.75,direct,
1361491200,31.3,29.67,29.75,66951.69,2039411.78,30.25,direct,
1361577600,30.69,28.0,30.25,72278.17,2099763.39,29.8,direct,
1361664000,30.4,29.2,29.8,24274.89,722940.53,29.89,direct,
1361750400,30.4,29.55,29.89,26778.95,805270.53,30.4,direct,
1361836800,31.7,30.12,30.4,42864.33,1329295.41,31.1,direct,
1361923200,31.65,30.79,31.1,30472.78,951289.24,30.9,direct,
1362009600,34.52,30.9,30.9,126517.41,4136416.34,33.38,direct,
1362096000,34.9,32.92,33.38,39786.14,1362290.79,34.5,direct,
1362182400,34.81,33.15,34.5,36662.49,1241775.93,34.25,direct,
1362268800,34.5,33.8,34.25,12524.59,427480.57,34.5,direct,
1362355200,36.7,34.19,34.5,46771.49,1659027.49,36.15,direct,
1362441600,40.65,36.15,36.15,85425.52,3361374.96,40.33,direct,
1362528000,49.1,40.14,40.33,126451.72,5712472.93,41.02,direct,
1362614400,45.5,33.3,41.02,157316.08,6439707.76,42.0,direct,
1362700800,44.5,41.02,42.0,47095.97,2032649.25,44.18,direct,
1362787200,46.99,43.41,44.18,44475.89,2020839.64,46.85,direct,
1362873600,47.95,45.47,46.85,36363.25,1703124.85,46.0,direct,
1362960000,48.47,45.54,46.0,41390.18,1970814.35,48.4,direct,
1363046400,48.4,36.65,48.4,183411.75,8014901.58,44.29,direct,
1363132800,47.3,43.75,44.29,49514.6,2298258.15,46.92,direct,
1363219200,47.99,46.05,46.92,37041.72,1752628.5,47.17,direct,
1363305600,47.45,46.4,47.17,20286.44,954285.65,46.95,direct,
1363392000,47.36,46.27,46.95,16314.97,764861.89,47.0,direct,
1363478400,47.74,46.8,47.0,13936.62,660618.0,47.4,direct,
1363564800,52.88,47.12,47.4,65311.59,3199314.24,51.6,direct,
1363651200,62.0,50.0,51.6,111704.13,6187650.4,59.14,direct,
1363737600,66.0,57.7,59.14,93136.82,5776620.57,64.49,direct,
1363824000,74.9,63.1,64.49,94307.76,6514880.18,70.85,direct,
1363910400,73.75,65.0,70.85,73196.96,5171296.14,69.87,direct,
1363996800,70.5,52.35,69.87,150462.72,9429382.99,64.35,direct,
1364083200,72.5,62.7,64.35,42023.26,2896432.3,71.5,direct,
1364169600,78.0,69.52,71.5,79743.02,5921197.54,73.6,direct,
1364256000,79.72,73.11,73.6,56667.38,4377374.22,78.5,direct,
1364342400,89.5,78.4,78.5,72226.75,6129700.26,88.92,direct,
1364428800,95.7,75.0,88.92,140263.09,12261153.08,86.18,direct,
1364515200,93.06,83.01,86.18,83174.56,7384104.11,90.5,direct,
1364601600,94.98,87.0,90.5,37284.61,3420002.53,92.19,direct,
1364688000,93.8,91.0,92.19,21129.5,1959050.82,93.03,direct,
1364774400,106.0,92.24,93.03,90563.17,9060022.27,104.0,direct,
1364860800,118.36,99.0,104.0,81284.67,8747147.45,117.98,direct,
1364947200,147.0,110.0,117.98,152713.73,19533010.63,135.0,direct,
1365033600,142.12,116.39,135.0,88362.53,11624021.55,132.12,direct,
1365120000,144.94,130.24,132.12,68588.73,9549088.76,142.32,direct,
1365206400,143.9,139.54,142.32,18288.47,2599937.17,142.63,direct,
1365292800,164.9,142.63,142.63,60954.72,9402722.44,162.3,direct,
1365379200,194.9,162.6,162.3,114250.73,20732894.67,187.5,direct,
1365465600,240.11,186.5,187.5,105842.25,22723191.96,230.0,direct,
1365552000,266.0,105.0,230.0,190174.72,35118119.94,165.0,direct,
1365638400,188.7,110.2,165.0,118747.72,18867223.23,124.9,direct,
1365724800,140.0,54.25,124.9,556468.03,47619189.45,117.0,direct,
1365811200,130.0,85.5,117.0,238347.58,26277415.26,93.0,direct,
1365897600,110.0,84.44,93.0,166274.96,16197017.56,90.0,direct,
1365984000,102.0,71.51,90.0,236673.01,20607774.11,82.39,direct,
1366070400,84.5,50.01,82.39,572349.32,37401572.39,68.36,direct,
1366156800,98.78,63.3,68.36,327630.05,27937764.27,93.07,direct,
1366243200,113.0,86.0,93.07,172976.43,16845410.83,109.01,direct,
1366329600,136.43,105.54,109.01,257166.23,30713924.42,118.48,direct,
1366416000,132.0,115.0,118.48,74363.62,9222871.37,126.62,direct,
1366502400,130.5,110.0,126.62,99132.19,12044404.11,119.2,direct,
1366588800,127.4,118.5,119.2,59153.12,7289977.32,127.4,direct,
1366675200,144.02,124.97,127.4,116144.9,15637961.69,143.48,direct,
1366761600,166.43,140.97,143.48,225896.5,34351545.24,154.2,direct,
1366848000,162.0,120.09,154.2,187652.82,26847891.93,141.71,direct,
1366934400,144.99,121.45,141.71,129008.48,17061324.92,136.9,direct,
1367020800,139.88,122.71,136.9,59881.87,7855443.65,128.0,direct,
1367107200,136.68,127.5,128.0,27523.74,3665399.85,134.44,direct,
1367193600,149.08,133.0,134.44,70206.17,9987126.11,144.0,direct,
1367280000,146.93,134.0,144.0,65232.2,9124397.28,139.23,direct,
1367366400,140.06,104.0,139.23,180008.97,21790982.26,116.38,direct,
1367452800,126.9,91.11,116.38,234170.94,24937319.55,106.25,direct,
1367539200,109.0,79.0,106.25,246474.87,22502892.23,98.1,direct,
1367625600,116.3,92.0,98.1,132623.49,14147864.14,112.9,direct,
1367712000,118.85,107.0,112.9,84205.37,9557650.72,115.98,direct,
1367798400,124.9,106.01,115.98,150072.15,17607427.79,112.25,direct,
1367884800,114.0,97.52,112.25,139667.14,14904474.35,109.6,direct,
1367971200,116.78,109.5,109.6,61721.62,6996024.29,113.2,direct,
1368057600,113.72,108.8,113.2,26948.0,3010117.06,112.8,direct,
1368144000,122.5,111.54,112.8,77483.16,9145408.54,117.7,direct,
1368230400,118.74,113.0,117.7,28038.97,3240171.69,115.64,direct,
1368316800,117.47,112.4,115.64,20600.89,2361969.0,114.82,direct,
1368403200,118.88,114.5,114.82,26176.7,3063381.8,117.98,direct,
1368489600,119.8,109.42,117.98,87774.8,10082102.7,111.4,direct,
1368576000,116.44,103.02,111.4,117967.89,13006447.75,114.22,direct,
1368662400,118.97,112.1,114.22,45232.06,5222066.01,118.21,direct,
1368748800,125.56,116.57,118.21,79123.93,9608029.6,123.5,direct,
1368835200,125.31,122.25,123.5,22652.03,2804847.39,123.21,direct,
1368921600,124.5,119.5,123.21,20571.91,2507881.36,122.5,direct,
1369008000,123.69,120.1,122.5,17316.21,2118341.03,122.02,direct,
1369094400,123.08,121.1,122.02,13386.53,1637410.81,122.89,direct,
1369180800,124.5,122.0,122.89,18308.47,2252949.61,123.8,direct,
1369267200,126.93,123.0,123.8,22118.25,2772751.89,126.3,direct,
1369353600,133.98,125.36,126.3,48773.65,6333389.8,133.1,direct,
1369440000,133.5,128.2,133.1,16837.33,2203681.1,131.99,direct,
1369526400,136.0,130.61,131.99,23359.36,3130389.06,133.5,direct,
1369612800,135.47,124.0,133.5,46825.54,6056707.0,129.77,direct,
1369699200,130.63,125.4,129.77,22803.35,2918762.17,129.0,direct,
1369785600,132.72,127.6,129.0,19247.65,2509796.39,132.25,direct,
1369872000,132.4,126.5,132.25,24699.41,3195601.21,128.8,direct,
1369958400,130.0,126.33,128.8,16576.17,2124938.29,128.82,direct,
1370044800,129.79,127.1,128.82,6357.5,816323.15,129.3,direct,
1370131200,130.1,115.0,129.3,101134.67,12335011.09,122.5,direct,
1370217600,122.78,115.11,122.5,28898.42,3439235.99,120.74,direct,
1370304000,123.99,118.79,120.74,21946.81,2657125.26,121.4,direct,
1370390400,123.5,119.5,121.4,16638.89,2021380.33,121.9,direct,
1370476800,123.3,117.0,121.9,22103.7,2646311.9,118.97,direct,
1370563200,119.13,106.15,118.97,65767.53,7372031.58,111.0,direct,
1370649600,113.19,107.0,111.0,17218.19,1874098.59,107.89,direct,
1370736000,108.99,88.0,107.89,149431.84,14647793.51,100.44,direct,
1370822400,110.63,95.0,100.44,64320.02,6786321.13,106.35,direct,
1370908800,109.6,103.23,106.35,16131.56,1727992.79,109.0,direct,
1370995200,112.25,106.0,109.0,17700.09,1934487.77,108.78,direct,
1371081600,110.3,100.3,108.78,30435.38,3204375.98,103.95,direct,
1371168000,104.7,97.1,103.95,36054.0,3629511.97,100.0,direct,
1371254400,103.7,97.5,100.0,22532.25,2264105.8,99.8,direct,
1371340800,101.75,98.9,99.8,8654.91,865174.26,99.9,direct,
1371427200,102.4,98.9,99.9,15193.63,1534858.36,101.95,direct,
1371513600,113.3,101.03,101.95,60613.87,6510457.59,107.35,direct,
1371600000,110.99,104.66,107.35,17565.11,1895919.66,108.25,direct,
1371686400,114.48,107.12,108.25,43085.13,4795256.0,111.29,direct,
1371772800,115.01,107.56,111.29,38076.76,4241011.23,109.5,direct,
1371859200,109.96,107.51,109.5,7280.73,791157.38,108.2,direct,
1371945600,109.0,106.2,108.2,11050.88,1188748.75,107.9,direct,
1372032000,108.33,100.76,107.9,28898.22,2986235.69,102.09,direct,
1372118400,109.98,100.0,102.09,93706.29,9760027.88,103.33,direct,
1372204800,105.49,101.83,103.33,13233.01,1378467.48,104.0,direct,
1372291200,104.0,100.06,104.0,14731.87,1505488.31,101.74,direct,
1372377600,101.79,92.25,101.74,47764.54,4625623.21,94.66,direct,
1372464000,100.44,93.0,94.66,25535.68,2469705.23,95.0,direct,
1372550400,98.12,93.85,95.0,8579.18,831721.0,97.51,direct,
1372636800,98.18,86.01,97.51,53165.63,4854051.15,88.05,direct,
1372723200,92.57,87.51,88.05,27765.17,2501192.46,90.41,direct,
1372809600,91.2,76.0,90.41,73616.73,6126930.46,78.89,direct,
1372896000,84.27,72.0,78.89,63550.1,4976159.48,80.04,direct,
1372982400,80.6,65.42,80.04,91060.44,6478104.22,68.5,direct,
1373068800,75.0,66.81,68.5,41036.7,2885730.42,69.66,direct,
1373155200,77.0,66.6,69.66,42951.81,3040545.31,76.5,direct,
1373241600,80.0,72.46,76.5,58990.18,4542089.51,76.0,direct,
1373328000,78.3,72.51,76.0,32524.27,2462927.54,76.7,direct,
1373414400,89.84,75.53,76.7,60070.83,4950378.77,88.0,direct,
1373500800,90.7,85.0,88.0,35570.13,3115116.32,88.98,direct,
1373587200,104.17,88.0,88.98,101549.87,9793701.36,93.99,direct,
1373673600,98.32,87.76,93.99,34457.61,3206472.43,98.32,direct,
1373760000,99.0,92.86,98.32,12339.49,1183919.46,94.42,direct,
1373846400,101.94,93.11,94.42,34507.37,3407701.6,98.89,direct,
1373932800,100.73,96.0,98.89,16532.69,1626929.42,97.1,direct,
1374019200,100.0,96.18,97.1,17268.85,1702482.31,98.5,direct,
1374105600,98.8,86.2,98.5,59500.75,5415947.78,90.07,direct,
1374192000,95.2,87.6,90.07,27684.24,2547076.46,92.0,direct,
1374278400,93.1,89.27,92.0,9426.7,865043.98,89.82,direct,
1374364800,92.0,88.0,89.82,8770.74,785274.73,92.0,direct,
1374451200,92.0,89.8,92.0,9102.87,839143.47,91.6,direct,
1374537600,97.13,91.6,91.6,24609.46,2333940.6,95.56,direct,
1374624000,95.99,92.3,95.56,14600.16,1382398.98,95.09,direct,
1374710400,97.48,93.57,95.09,22512.12,2171816.31,96.95,direct,
1374796800,97.48,96.0,96.95,11152.71,1079418.72,96.02,direct,
1374883200,97.0,93.0,96.02,15119.42,1430771.56,94.4,direct,
1374969600,100.58,94.0,94.4,42224.62,4160191.75,98.78,direct,
1375056000,102.85,98.45,98.78,24743.23,2499727.28,101.48,direct,
1375142400,107.99,100.47,101.48,27849.28,2893318.45,107.96,direct,
1375228800,111.65,103.55,107.96,45496.21,4916334.31,106.21,direct,
1375315200,108.0,103.0,106.21,15021.7,1580804.09,104.0,direct,
1375401600,108.0,101.21,104.0,27503.63,2893759.53,104.5,direct,
1375488000,105.89,102.0,104.5,8902.32,923169.73,104.95,direct,
1375574400,106.0,103.5,104.95,6376.74,670427.87,105.12,direct,
1375660800,107.77,105.0,105.12,15437.85,1647464.84,106.72,direct,
1375747200,107.5,105.11,106.72,13408.18,1424757.18,106.56,direct,
1375833600,106.96,105.22,106.56,7720.17,819975.71,105.99,direct,
1375920000,106.65,100.96,105.99,24015.47,2481342.52,103.05,direct,
1376006400,105.79,101.94,103.05,12034.99,1238426.09,102.8,direct,
1376092800,103.9,102.38,102.8,3995.0,411941.84,103.0,direct,
1376179200,105.19,102.7,103.0,8173.61,853962.41,105.0,direct,
1376265600,108.12,103.5,105.0,20081.88,2131117.5,106.81,direct,
1376352000,109.64,104.5,106.81,18749.89,2014623.79,109.6,direct,
1376438400,115.0,108.0,109.6,50568.55,5689765.67,112.56,direct,
1376524800,113.32,108.78,112.56,15858.85,1759713.2,109.99,direct,
1376611200,112.3,108.21,109.99,13542.07,1484874.96,108.99,direct,
1376697600,114.0,108.23,108.99,12780.32,1430522.61,112.75,direct,
1376784000,114.69,112.0,112.75,9621.73,1093513.42,113.38,direct,
1376870400,123.75,111.77,113.38,53066.14,6273089.32,118.5,direct,
1376956800,123.01,116.82,118.5,24288.46,2926824.42,121.2,direct,
1377043200,125.0,119.68,121.2,30638.4,3760529.85,123.3,direct,
1377129600,124.49,120.54,123.3,13958.03,1695452.38,122.0,direct,
1377216000,122.0,118.44,122.0,19473.86,2324780.73,118.51,direct,
1377302400,121.39,118.02,118.51,8954.77,1068849.31,119.6,direct,
1377388800,122.99,119.14,119.6,7441.64,904128.28,122.11,direct,
1377475200,122.97,119.92,122.11,11443.52,1386290.18,120.07,direct,
1377561600,133.0,120.0,120.07,53853.02,6882690.55,131.29,direct,
1377648000,131.72,128.02,131.29,12561.21,1627390.74,128.76,direct,
1377734400,131.2,128.18,128.76,8217.98,1059179.58,129.3,direct,
1377820800,142.76,128.56,129.3,46072.51,6269713.01,138.03,direct,
1377907200,148.7,135.89,138.03,31145.95,4452962.63,141.0,direct,
1377993600,147.29,141.0,141.0,14096.54,2035993.0,146.01,direct,
1378080000,148.5,142.11,146.01,10647.89,1546327.08,144.0,direct,
1378166400,148.91,142.2,144.0,17003.54,2461257.61,144.0,direct,
1378252800,145.8,130.09,144.0,28753.93,3945752.94,132.51,direct,
1378339200,137.97,127.24,132.51,27025.08,3561373.61,130.2,direct,
1378425600,134.0,121.9,130.2,19173.25,2435581.88,121.9,direct,
1378512000,131.02,121.25,121.9,14191.38,1796862.13,128.99,direct,
1378598400,129.87,124.06,128.99,7345.15,926689.49,126.32,direct,
1378684800,137.48,124.0,126.32,29687.51,3908439.46,133.1,direct,
1378771200,136.02,131.38,133.1,8875.95,1184452.37,132.62,direct,
1378857600,145.9,127.5,132.62,41557.85,5706218.53,142.1,direct,
1378944000,145.52,137.51,142.1,20527.39,2886300.08,139.35,direct,
1379030400,145.6,137.82,139.35,20117.22,2869985.9,140.66,direct,
1379116800,142.0,136.5,140.66,8897.05,1237692.09,136.71,direct,
1379203200,141.0,135.04,136.71,6438.98,886151.41,138.3,direct,
1379289600,142.23,137.9,138.3,10608.8,1480693.41,139.42,direct,
1379376000,141.37,138.0,139.42,9643.93,1344189.07,139.15,direct,
1379462400,142.0,139.01,139.15,9491.78,1328386.12,140.41,direct,
1379548800,141.2,131.14,140.41,21018.0,2862334.4,135.05,direct,
1379635200,137.28,131.0,135.05,11051.43,1484557.03,133.81,direct,
1379721600,135.99,132.0,133.81,5085.56,682674.89,134.38,direct,
1379808000,135.0,131.0,134.38,5892.36,782376.39,134.0,direct,
1379894400,135.0,132.0,134.0,5998.81,799461.35,133.4,direct,
1379980800,136.59,132.5,133.4,8575.98,1148734.45,134.78,direct,
1380067200,138.0,134.7,134.78,9517.07,1293657.92,135.0,direct,
1380153600,139.0,134.71,135.0,6535.91,886908.93,137.1,direct,
1380240000,142.66,134.83,137.1,27138.27,3757634.04,138.93,direct,
1380326400,143.0,138.02,138.93,13659.75,1918884.09,142.5,direct,
1380412800,145.81,141.36,142.5,18102.2,2611317.7,143.88,direct,
1380499200,145.81,138.12,143.88,14627.13,2067367.69,141.9,direct,
1380585600,144.44,139.41,141.9,9572.16,1344565.6,140.3,direct,
1380672000,141.93,109.7,140.3,111317.57,13888930.74,123.0,direct,
1380758400,132.0,120.1,123.0,35270.15,4488527.25,130.99,direct,
1380844800,139.8,128.5,130.99,18507.85,2491501.84,136.82,direct,
1380931200,138.0,135.3,136.82,4995.15,679668.79,136.7,direct,
1381017600,138.0,134.1,136.7,4889.72,665512.24,137.8,direct,
1381104000,139.0,135.12,137.8,7362.35,1006277.91,135.8,direct,
1381190400,137.78,135.65,135.8,5227.21,707471.17,136.49,direct,
1381276800,142.1,135.8,136.49,17494.19,2431349.34,139.5,direct,
1381363200,141.69,138.51,139.5,11075.87,1551392.78,140.41,direct,
1381449600,141.85,138.87,140.41,7250.91,1013106.32,140.1,direct,
1381536000,143.05,139.39,140.1,11024.42,1559472.71,142.89,direct,
1381622400,147.65,141.5,142.89,16167.47,2342049.46,147.53,direct,
1381708800,153.69,146.03,147.53,29993.56,4512823.6,151.37,direct,
1381795200,158.1,150.62,151.37,15730.1,2416464.87,158.09,direct,
1381881600,162.99,144.2,158.09,42783.96,6636228.59,152.82,direct,
1381968000,159.94,150.75,152.82,15875.81,2470394.92,157.59,direct,
1382054400,168.29,156.49,157.59,25893.02,4225505.93,168.28,direct,
1382140800,195.8,167.08,168.28,55275.66,10000685.93,183.15,direct,
1382227200,186.1,177.24,183.15,11418.11,2087108.13,186.1,direct,
1382313600,197.37,183.18,186.1,24102.06,4613540.34,192.78,direct,
1382400000,205.5,192.79,192.78,33864.61,6761835.59,202.99,direct,
1382486400,227.98,200.7,202.99,39894.52,8526441.87,227.97,direct,
1382572800,233.38,175.3,227.97,96749.13,19649229.29,206.98,direct,
1382659200,208.97,176.6,206.98,36749.63,6934330.09,197.88,direct,
1382745600,198.41,186.99,197.88,12085.53,2322934.87,188.56,direct,
1382832000,207.81,188.95,188.56,13158.09,2633454.44,206.91,direct,
1382918400,209.79,200.42,206.91,11072.23,2287257.98,206.9,direct,
1383004800,216.5,204.2,206.9,10016.58,2119311.77,216.0,direct,
1383091200,216.49,203.99,216.0,13472.97,2853902.33,208.0,direct,
1383177600,214.99,205.43,208.0,5289.31,1121246.74,211.17,direct,
1383264000,214.95,209.71,211.17,5882.59,1251780.71,213.43,direct,
1383350400,214.86,211.0,213.43,4877.16,1041300.28,211.69,direct,
1383436800,226.95,212.1,211.69,12274.4,2694954.86,224.0,direct,
1383523200,238.98,221.95,224.0,18057.57,4167915.27,238.16,direct,
1383609600,258.87,229.0,238.16,45100.26,11094612.74,251.3,direct,
1383696000,272.52,251.41,251.3,38815.71,10223786.59,264.1,direct,
1383782400,324.21,263.6,264.1,86133.24,25582885.97,309.65,direct,
1383868800,358.0,308.01,309.65,44632.99,15072022.33,355.0,direct,
1383955200,394.99,339.99,355.0,49910.0,18427776.08,367.79,direct,
1384041600,372.52,289.96,367.79,74252.72,24225281.95,336.32,direct,
1384128000,375.99,321.41,336.32,17999.67,6330618.38,362.98,direct,
1384214400,391.79,358.97,362.98,22027.67,8309810.54,380.04,direct,
1384300800,444.97,372.17,380.04,36015.4,14780190.21,434.85,direct,
1384387200,447.49,402.54,434.85,31406.18,13453174.7,433.4,direct,
1384473600,457.92,412.97,433.4,28126.4,12273745.93,433.92,direct,
1384560000,476.94,427.98,433.92,19134.6,8737836.16,461.96,direct,
1384646400,536.75,456.98,461.96,26718.7,13340495.56,528.3,direct,
1384732800,787.93,521.98,528.3,72071.71,45461600.44,785.43,direct,
1384819200,900.92,502.61,785.43,99101.83,69095497.89,645.69,direct,
1384905600,649.99,453.29,645.69,91594.45,50748177.23,637.97,direct,
1384992000,784.32,595.19,637.97,38732.06,27128283.04,764.91,direct,
1385078400,821.99,682.28,764.91,30150.23,22686962.77,802.0,direct,
1385164800,890.03,799.54,802.0,21314.0,17908081.43,832.5,direct,
1385251200,854.99,745.21,832.5,25948.64,20776035.16,795.01,direct,
1385337600,849.99,758.95,795.01,26381.41,21438670.96,829.99,direct,
1385424000,974.96,825.08,829.99,31613.86,28285852.13,969.96,direct,
1385510400,1094.78,914.27,969.96,37859.08,37868643.04,1079.89,direct,
1385596800,1224.48,1032.06,1079.89,37396.83,42912383.44,1101.38,direct,
1385683200,1241.92,1049.96,1101.38,38706.56,45030632.96,1206.93,direct,
1385769600,1232.94,1150.16,1206.93,15096.04,18266602.22,1205.66,direct,
